CVE,Risk,Name
"","None","Service Detection"
"","None","Service Detection"
"","None","Service Detection"
"","None","Service Detection"
"","None","Service Detection"
"","None","Service Detection"
"","None","HyperText Transfer Protocol (HTTP) Information"
"","None","HyperText Transfer Protocol (HTTP) Information"
"","None","HyperText Transfer Protocol (HTTP) Information"
"","None","HyperText Transfer Protocol (HTTP) Information"
"","None","Nessus Windows Scan Not Performed with Admin Privileges"
"","None","TCP/IP Timestamps Supported"
"","None","LANDesk Remote Control Service Detection"
"CVE-2004-2761","Medium","SSL Certificate Signed Using Weak Hashing Algorithm"
"CVE-2004-2761","Medium","SSL Certificate Signed Using Weak Hashing Algorithm"
"","None","SSL Service Requests Client Certificate"
"","None","Ethernet Card Manufacturer Detection"
"CVE-2016-2183","Medium","SSL Medium Strength Cipher Suites Supported (SWEET32)"
"","None","NetBIOS Multiple IP Address Enumeration"
"","None","SSL Certificate 'commonName' Mismatch"
"","None","SSL Certificate 'commonName' Mismatch"
"","Medium","SSL Certificate with Wrong Hostname"
"","Medium","SSL Certificate with Wrong Hostname"
"","None","Common Platform Enumeration (CPE)"
"","None","Microsoft Windows SMB Registry : OS Version and Processor Architecture"
"","Medium","SSL Certificate Cannot Be Trusted"
"","Medium","SSL Certificate Cannot Be Trusted"
"","None","Device Type"
"","None","SSL / TLS Versions Supported"
"","None","SSL / TLS Versions Supported"
"","None","SSL Perfect Forward Secrecy Cipher Suites Supported"
"","None","SSL Perfect Forward Secrecy Cipher Suites Supported"
"","Medium","SSL Self-Signed Certificate"
"","Medium","SSL Self-Signed Certificate"
"","Medium","SMB Signing not required"
"CVE-2013-2566","Medium","SSL RC4 Cipher Suites Supported (Bar Mitzvah)"
"CVE-2015-2808","Medium","SSL RC4 Cipher Suites Supported (Bar Mitzvah)"
"","None","Microsoft SQL Server STARTTLS Support"
"","Low","SSL Certificate Chain Contains RSA Keys Less Than 2048 bits"
"","Low","SSL Certificate Chain Contains RSA Keys Less Than 2048 bits"
"","None","SSL Cipher Block Chaining Cipher Suites Supported"
"","None","SSL Cipher Block Chaining Cipher Suites Supported"
"CVE-2014-3566","Medium","SSLv3 Padding Oracle On Downgraded Legacy Encryption Vulnerability (POODLE)"
"CVE-2015-4000","Low","SSL/TLS Diffie-Hellman Modulus <= 1024 Bits (Logjam)"
"","None","HSTS Missing From HTTPS Server"
"","None","Ethernet MAC Addresses"
"","None","Server Message Block (SMB) Protocol Version 1 Enabled (uncredentialed check)"
"","None","Microsoft Windows SMB Versions Supported (remote check)"
"","None","TLS Version 1.0 Protocol Detection"
"","None","TLS Version 1.0 Protocol Detection"
"","None","Microsoft Windows SMB2 and SMB3 Dialects Supported (remote check)"
"","None","MSSQL Host Information in NTLM SSP"
"","None","Authentication Success Insufficient Access"
"","None","TLS Version 1.1 Protocol Detection"
"","None","Microsoft Windows SAM user enumeration"
"","None","HTTP Server Type and Version"
"","None","HTTP Server Type and Version"
"","None","HTTP Server Type and Version"
"","None","Microsoft SQL Server TCP/IP Listener Detection"
"","None","Windows NetBIOS / SMB Remote Host Information Disclosure"
"","None","Traceroute Information"
"","None","Microsoft Windows SMB Log In Possible"
"","None","Microsoft Windows SMB Shares Enumeration"
"","None","Microsoft Windows SMB Shares Access"
"","None","Microsoft Windows SMB Registry Remotely Accessible"
"","None","Microsoft Windows SMB Registry Not Fully Accessible Detection"
"","None","Microsoft SQL Server UDP Query Remote Version Disclosure"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","Microsoft Windows SMB NativeLanManager Remote System Information Disclosure"
"","None","Microsoft Windows SMB LsaQueryInformationPolicy Function SID Enumeration"
"","None","SSL Certificate Information"
"","None","SSL Certificate Information"
"","None","Microsoft Windows 'Administrators' Group User List"
"","None","Microsoft Windows 'Backup Operators' Group User List"
"","None","Microsoft Windows SMB Service Detection"
"","None","Microsoft Windows SMB Service Detection"
"","None","Unknown Service Detection: Banner Retrieval"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","OS Identification"
"","None","Microsoft Windows Installed Hotfixes"
"","None","Microsoft Windows SMB : Obtains the Password Policy"
"","None","Nessus Scan Information"
"","High","SSL Version 2 and 3 Protocol Detection"
"","None","SSL Cipher Suites Supported"
"","None","SSL Cipher Suites Supported"
"","None","Authentication Failure - Local Checks Not Run"
"","None","Service Detection"
"","None","Service Detection"
"","None","Service Detection"
"","None","Service Detection"
"","None","Service Detection"
"","None","HyperText Transfer Protocol (HTTP) Information"
"","None","HyperText Transfer Protocol (HTTP) Information"
"","None","HyperText Transfer Protocol (HTTP) Information"
"","None","Nessus Windows Scan Not Performed with Admin Privileges"
"","None","TCP/IP Timestamps Supported"
"","None","LANDesk Remote Control Service Detection"
"CVE-2004-2761","Medium","SSL Certificate Signed Using Weak Hashing Algorithm"
"CVE-2004-2761","Medium","SSL Certificate Signed Using Weak Hashing Algorithm"
"","None","SSL Service Requests Client Certificate"
"","None","Microsoft Windows NTLMSSP Authentication Request Remote Network Name Disclosure"
"CVE-2016-2183","Medium","SSL Medium Strength Cipher Suites Supported (SWEET32)"
"","None","NetBIOS Multiple IP Address Enumeration"
"","None","SSL Certificate 'commonName' Mismatch"
"","None","SSL Certificate 'commonName' Mismatch"
"","Medium","SSL Certificate with Wrong Hostname"
"","Medium","SSL Certificate with Wrong Hostname"
"","None","Common Platform Enumeration (CPE)"
"","None","Microsoft Windows SMB Registry : OS Version and Processor Architecture"
"","Medium","SSL Certificate Cannot Be Trusted"
"","Medium","SSL Certificate Cannot Be Trusted"
"","None","Device Type"
"","None","SSL / TLS Versions Supported"
"","None","SSL / TLS Versions Supported"
"","None","SSL Perfect Forward Secrecy Cipher Suites Supported"
"","None","SSL Perfect Forward Secrecy Cipher Suites Supported"
"","Medium","SSL Self-Signed Certificate"
"","Medium","SSL Self-Signed Certificate"
"","Medium","SMB Signing not required"
"CVE-2013-2566","Medium","SSL RC4 Cipher Suites Supported (Bar Mitzvah)"
"CVE-2015-2808","Medium","SSL RC4 Cipher Suites Supported (Bar Mitzvah)"
"","None","Microsoft SQL Server STARTTLS Support"
"","Low","SSL Certificate Chain Contains RSA Keys Less Than 2048 bits"
"","Low","SSL Certificate Chain Contains RSA Keys Less Than 2048 bits"
"","None","SSL Cipher Block Chaining Cipher Suites Supported"
"","None","SSL Cipher Block Chaining Cipher Suites Supported"
"CVE-2014-3566","Medium","SSLv3 Padding Oracle On Downgraded Legacy Encryption Vulnerability (POODLE)"
"CVE-2015-4000","Low","SSL/TLS Diffie-Hellman Modulus <= 1024 Bits (Logjam)"
"","None","HSTS Missing From HTTPS Server"
"","None","Server Message Block (SMB) Protocol Version 1 Enabled (uncredentialed check)"
"","None","Microsoft Windows SMB Versions Supported (remote check)"
"","None","TLS Version 1.0 Protocol Detection"
"","None","TLS Version 1.0 Protocol Detection"
"","None","Microsoft Windows SMB2 and SMB3 Dialects Supported (remote check)"
"","None","MSSQL Host Information in NTLM SSP"
"","None","Authentication Success Insufficient Access"
"","None","TLS Version 1.1 Protocol Detection"
"","None","Microsoft Windows SAM user enumeration"
