CVE,Risk,Name
"CVE-2015-6150","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6151","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6152","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6153","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6154","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6155","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6156","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6157","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6158","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6159","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6160","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6161","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6162","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6164","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"","None","Veritas NetBackup Installed"
"","None","Microsoft Windows Environment Variables"
"","None","Microsoft Windows Hosts File"
"","None","Microsoft Windows PowerShell Execution Policy"
"","None","Microsoft Windows Scripting Host Settings"
"","None","Microsoft Windows Time Zone Information"
"","None","Application Compatibility Cache"
"","None","Internet Explorer Typed URLs"
"","None","Windows Explorer Recently Executed Programs"
"","None","MUICache Program Execution History"
"","None","OpenSaveMRU History"
"","None","Recent File History"
"","None","Recycle Bin Files"
"","None","User Shell Folders Settings"
"","None","User Download Folder Files"
"","None","UserAssist Execution History"
"","None","Explorer Search History"
"","None","Microsoft Security Rollup Enumeration"
"","None","Microsoft .NET Security Rollup Enumeration"
"","None","Microsoft Windows SMB Versions Supported (remote check)"
"CVE-2017-0170","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8463","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8467","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8486","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8495","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8556","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8557","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8561","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8562","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8563","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8564","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8565","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8573","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8577","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8578","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8580","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8581","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8582","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8587","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8588","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8589","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8590","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8592","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8594","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8602","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8606","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8607","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8608","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8618","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"","None","Microsoft Windows Network Adapters"
"CVE-2017-8517","High","Security Updates for Internet Explorer (June 2017)"
"CVE-2017-8519","High","Security Updates for Internet Explorer (June 2017)"
"CVE-2017-8522","High","Security Updates for Internet Explorer (June 2017)"
"CVE-2017-8524","High","Security Updates for Internet Explorer (June 2017)"
"CVE-2017-8529","High","Security Updates for Internet Explorer (June 2017)"
"CVE-2017-8547","High","Security Updates for Internet Explorer (June 2017)"
"CVE-2017-5715","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2017-5753","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2017-5754","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0744","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0746","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0747","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0748","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0749","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0751","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0752","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0753","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0754","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0762","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0772","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0788","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"","None","VMware Tools Detection"
"","None","Microsoft Windows SMB2 Dialects Supported (remote check)"
"CVE-2017-5715","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2017-5753","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2017-5754","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0811","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0813","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0814","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0816","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0817","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0868","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0878","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0881","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0883","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0885","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0886","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0888","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0889","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0891","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0894","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0895","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0896","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0897","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0898","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0899","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0900","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0901","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0904","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0927","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0929","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0932","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0935","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0942","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-3615","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-3620","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-3646","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8316","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8339","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8340","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8341","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8343","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8344","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8345","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8348","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8349","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8351","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8353","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8355","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8360","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8371","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8372","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8373","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8385","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8389","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8394","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8398","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8403","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8404","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8405","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-18366","Low","Symantec Endpoint Protection Client 12.1.x / 14.x < 14.2.3332.1000 Kernel Memory Disclosure (SYMSA1479)"
"CVE-2018-12126","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2018-12127","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2018-12130","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0707","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0725","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0734","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0758","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0820","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0863","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0864","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0881","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
